14.2990479,3.109782257,-2.906731476,13.35445346,-0.104467713,-3.185446427,-3.639116135,9.380013896,-6.722393695,-2.972420682,-3.425251633,-4.297463088,-4.308496718,0.595024691,-1.967109661,-3.029925679,3.493459153,6.689193359,-10.2665127,0.732643682
14.05573961,3.264409233,-2.450553535,13.13062594,-0.409406795,-2.906206724,-3.483576048,9.88824853,-7.726311327,-2.928148422,-3.489872749,-4.971212409,-4.79809652,0.764214981,-2.434808869,-3.223861661,3.280367709,6.512369018,-10.62655333,0.559382798
13.85462351,3.275228403,-2.433421504,13.10544463,-0.503414468,-2.70185908,-3.293348782,10.16475488,-8.085434628,-3.35624918,-3.587968197,-5.089069714,-4.952313058,0.813859092,-2.861783421,-3.365549778,3.445122228,6.695459766,-10.63899948,0.340049886
13.71568958,3.393896116,-2.582412339,13.31383334,-0.456828942,-2.640801657,-3.369430831,10.40238973,-7.913523213,-3.726945555,-3.947161791,-4.753287205,-4.964168484,0.681400493,-2.707640891,-3.400035947,4.00594163,6.772442046,-10.53835197,0.308801014
13.66169316,3.7493942,-2.730039193,13.49676975,-0.28515183,-2.735218509,-3.665102096,10.48859977,-7.687010317,-3.736237196,-4.350071722,-4.468526752,-5.012717088,0.454732136,-2.124308426,-3.415906882,4.712879126,6.499428541,-10.43669151,0.406303995
13.69958147,4.208463871,-2.857803212,13.50276312,-0.093047589,-2.906043277,-3.939977271,10.36822914,-7.618137828,-3.636726378,-4.608823244,-4.308720279,-5.079226302,0.313581382,-1.561458123,-3.513831746,5.21475409,6.009993618,-10.39744388,0.44431684
13.79037296,4.61424784,-2.981289999,13.40230208,-0.02714941,-2.978350559,-4.087573167,10.1613534,-7.607168877,-3.617582821,-4.660488685,-4.170598654,-5.109344435,0.224989678,-1.151908075,-3.654196106,5.3543773,5.54912506,-10.41865729,0.461692823
13.90732677,4.894759988,-3.163597309,13.21121539,-0.147019973,-2.846921749,-4.158937589,9.911668803,-7.506594401,-3.621547033,-4.577268243,-4.025816369,-5.044473007,0.14549531,-0.866278267,-3.78812695,5.182442605,5.237833977,-10.48014631,0.531156432
14.01228201,5.029982717,-3.426391403,12.88844434,-0.44776826,-2.523841686,-4.234982767,9.589866301,-7.205067855,-3.56695792,-4.458128255,-3.908307356,-4.864319526,0.134983533,-0.683631932,-3.900314632,4.834487798,5.116067171,-10.60672281,0.650421548
14.06793403,5.010135835,-3.717321167,12.52698716,-0.862601604,-2.166308577,-4.391124128,9.275615706,-6.667952728,-3.485481125,-4.332409072,-3.861328334,-4.666123697,0.29017595,-0.577481726,-3.951482934,4.547799155,5.18647785,-10.81275903,0.845099592
14.07817076,4.852910875,-3.904813508,12.39111442,-1.236748933,-2.000760921,-4.675846162,9.217842541,-6.09527336,-3.48764019,-4.178473236,-3.887423921,-4.659652243,0.574692047,-0.493509037,-3.860769997,4.571713231,5.372230032,-10.97601143,1.201377472
14.18869191,4.722331645,-3.955077597,12.51882273,-1.53959803,-1.961366367,-5.040640586,9.412023173,-5.825521464,-3.495724626,-3.967237453,-3.929582826,-4.731419285,0.745922985,-0.397777613,-3.64568828,4.699302284,5.618341818,-10.90224601,1.583526409
14.50718891,4.752913624,-3.960143268,12.66217052,-1.894183371,-1.79540736,-5.328607342,9.578785573,-5.902405397,-3.264537495,-3.550762891,-3.963169952,-4.520088366,0.733601848,-0.33424536,-3.391782159,4.442038399,5.880723939,-10.8004972,1.617391099
14.97882103,4.888646672,-3.895141072,12.5380876,-2.198328369,-1.619307806,-5.281900724,9.737033624,-6.213542665,-2.735668627,-2.837878699,-4.073145568,-4.092749222,0.66648287,-0.494439451,-3.047044024,3.828759125,5.857768362,-10.93597174,1.250810075
15.52079363,5.079894472,-3.807080945,12.12396345,-2.183064798,-1.704647654,-4.915157762,9.82553161,-6.666969334,-2.406698698,-2.220080047,-4.224388399,-3.803163294,0.825097507,-0.964669481,-2.74724237,3.343144431,5.623086692,-10.94842324,0.718024164
16.02948737,5.06820572,-3.832961163,11.80889078,-2.124904389,-1.820262837,-4.594976687,9.602553977,-6.971900106,-2.809004182,-1.952001498,-4.324581036,-3.754741885,1.284862718,-1.206464182,-3.100708518,2.978731155,5.850165569,-10.87617996,0.167940491
16.52151548,4.696728634,-3.538693032,11.75586513,-2.34972702,-2.1774838,-4.467303679,9.645702395,-6.952262465,-3.651550341,-1.955970361,-3.944860766,-3.954515609,1.456338368,-1.212701458,-3.726468798,2.94939947,5.971784493,-11.45615006,0.103780608
